text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M
Jeżyckiej przy skrzyżowaniu z Kochanowskiego; 👉 jeden pas ruchu zamiast dwóch na ulicy Poznańskiej na odcinku od ul.,,23,1.0,1.0,1.4,1.0,1.0,1.0,2.8,1.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.44999999999999996,0.0
Producenci zrozpaczeni. Silny wiatr zniszczył tunele i szklarnie,twitter,23,1.0,3.2,1.2,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.55,0.04999999999999999,0.0,0.25,0.0,0.25,0.25
"Po ustawionym przez PRowców partii wywiadzie zaczęłam mieć poważne wątpliwości, ale od wielu osób słyszałam ""to porządny człowiek"". Moim zdaniem porządni ludzie nie robią takich rzeczy. _link_ ",twitter,23,1.0,2.4,3.0,2.2,2.2,1.2,1.8,2.6,2.0,0.0,0.35,0.5,0.30000000000000004,0.30000000000000004,0.04999999999999999,0.2,0.4
"Sprzedaż książek, prasy i książek spadła nawet o 5 proc. w październiku",twitter,23,1.0,2.6,1.2,1.0,1.6,1.0,2.8,1.2,0.0,0.0,0.4,0.04999999999999999,0.0,0.15000000000000002,0.0,0.44999999999999996,0.04999999999999999
"_users_ Ja o prawach człowieka, a Pan o prawie jazdy. Nie dogadamy się.",twitter,23,1.0,2.0,3.6,2.0,1.0,1.4,2.0,2.6,4.0,0.0,0.25,0.65,0.25,0.0,0.09999999999999998,0.25,0.4
"I o ostatnich sondażach, które pokazują że sztab Trzaskowskiego mógł ocenić, co jest potrzebne na ostatni tydzień kampanii. _link_ ",twitter,23,1.2,1.0,1.4,1.0,1.0,1.2,2.8,1.0,1.0,0.04999999999999999,0.0,0.09999999999999998,0.0,0.0,0.04999999999999999,0.44999999999999996,0.0
Kobiety w Polsce mają prawo czuć się bezpieczne i żyć wolne od przemocy.,,23,1.6,2.4,2.6,1.6,2.4,3.2,2.2,2.8,0.0,0.15000000000000002,0.35,0.4,0.15000000000000002,0.35,0.55,0.30000000000000004,0.44999999999999996
"NSZZ RI „Solidarność” poinformowała ministra Kowalczyka, że ostatnio coraz więcej rolników sygnalizuje w swoich wnioskach przekazywanych Związkowi, że po waloryzacji, której wskaźnik w tym roku wynosi 7%, rolnicy nie otrzymują finalnie emerytur wyższych o 7%.",twitter,23,1.0,2.6,2.4,1.2,2.0,1.0,2.4,1.6,0.0,0.0,0.4,0.35,0.04999999999999999,0.25,0.0,0.35,0.15000000000000002
Będę dziś gościem Michała Rachonia w programie #Minęła20 na antenie #TVPinfo.,,23,2.8,1.0,1.0,1.2,1.0,3.2,4.0,1.6,0.0,0.44999999999999996,0.0,0.0,0.04999999999999999,0.0,0.55,0.75,0.15000000000000002
"Na razie mamy do czynienia z pandemią histerii, a nie koronawirusa COVID-19.",,23,1.0,2.4,3.6,3.0,1.6,1.6,1.6,2.8,4.0,0.0,0.35,0.65,0.5,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.44999999999999996
Stwórzmy system relokacji.,,23,1.4,1.0,1.0,1.0,1.2,2.0,3.0,1.4,0.0,0.09999999999999998,0.0,0.0,0.0,0.04999999999999999,0.25,0.5,0.09999999999999998
"Ja jestem przekonana, że Tusk w kontekście aborcji mówił wyłącznie o ludziach PO czy KO na listach a nie PL2050 czy PSL. Jakoś jest to dla mnie jasne.",twitter,23,1.0,2.4,2.0,1.4,1.4,1.2,2.6,2.2,0.0,0.0,0.35,0.25,0.09999999999999998,0.09999999999999998,0.04999999999999999,0.4,0.30000000000000004
"Social Changes i United Survey badają poparcie dla Agrounii, ale nie umieszczają jej wyników. Dlaczego? Może PiS-owi za bardzo spada, gdy kilka procent odpada na rzecz nowego podmiotu?",twitter,23,1.4,2.2,3.4,3.2,1.0,1.6,2.0,2.8,4.0,0.09999999999999998,0.30000000000000004,0.6,0.55,0.0,0.15000000000000002,0.25,0.44999999999999996
"Czy ja bym mogła się z moimi drogimi interlokutorami umówić tak - jest 3 lata do wyborów i nie ma (na razie) żadnego powodu, żeby uważać, że będą wcześniej, jeśli w czerwcu Hołownia będzie nadal miał sondaże w okolicy 20% to zacznę brać go pod uwagę w analizie, ok?",twitter,23,1.4,1.0,2.2,1.8,1.0,2.2,2.6,2.8,3.0,0.09999999999999998,0.0,0.30000000000000004,0.2,0.0,0.30000000000000004,0.4,0.44999999999999996
"Średnie plony jęczmienia jarego w Polsce mają być na poziomie 3,59 t/ha wobec 4,78 t/ha w 2021 r., czyli 4,9 proc. mniej niż w 2021 r. i 3,5 proc. więcej niż średnia pięcioletnia. Średnia spodziewanych plonów dla UE wynosi 4,19 t/ha.",twitter,23,1.4,1.8,1.0,1.0,1.2,1.0,2.8,1.0,0.0,0.09999999999999998,0.2,0.0,0.0,0.04999999999999999,0.0,0.44999999999999996,0.0
Ludzie ale czemu tak was to oburza?,youtube,23,1.0,1.6,2.8,2.0,1.2,1.2,2.0,2.6,0.0,0.0,0.15000000000000002,0.44999999999999996,0.25,0.04999999999999999,0.04999999999999999,0.25,0.4
"To był najwspanialszy dzień w mijającym roku, najlepszy od lat, pełen wiary i szczęścia. Życzę Wam takich wielu w tym roku nadchodzącym. Sobie przynajmniej kilku takich też. _link_ ",twitter,23,4.6,1.0,1.2,1.0,1.0,3.0,4.6,3.4,0.0,0.8999999999999999,0.0,0.04999999999999999,0.0,0.0,0.5,0.8999999999999999,0.6
"łączna ilość energii elektrycznej wprowadzonej do sieci elektroenergetycznych przez wytwórców w mikroinstalacjach wyniosła 1,15 TWh. Dla porównania, roczne zużycie w Polsce jest na poziomie 170 TWh.",twitter,23,1.6,1.4,1.2,1.0,1.4,1.0,3.0,1.0,0.0,0.15000000000000002,0.09999999999999998,0.04999999999999999,0.0,0.09999999999999998,0.0,0.5,0.0
"Leje w Józefowie. Czy PMM mógłbym nam pomóc? Help! Rządzie zrób coś, aby przestało padać! PAD obiecywał oczka wodne koło każdego domu, a nie domy jako wyspy w oczkach wodnych.",twitter,23,1.4,2.4,3.0,2.4,2.2,1.4,2.4,3.4,4.0,0.09999999999999998,0.35,0.5,0.35,0.30000000000000004,0.09999999999999998,0.35,0.6
"💬 Znamy historię Wiktora z Warszawy, który rzucił się pod metro przez homofobię czy Dominika z Bieżunia, który powiesił się na sznurówkach. Robert Biedroń jak nikt inny w tej kampanii rozumie, jakie są konsekwencje słów prezydenta, że „LGBT to nie są ludzie”. - _users_ w _users_ ",twitter,23,1.0,3.6,3.6,2.8,3.0,1.4,1.6,3.2,1.0,0.0,0.65,0.65,0.44999999999999996,0.5,0.09999999999999998,0.15000000000000002,0.55
Przez ostatnie siedem lat rosyjska piąta kolumna atakowała mnie za to odznaczenie od Ukraińców przyznane za pomoc humanitarną. Dzisiaj jestem dumny z niego jakbym otrzymał od Polaków _link_ ,twitter,23,2.2,2.8,2.8,1.2,1.6,4.0,3.2,3.0,1.0,0.30000000000000004,0.44999999999999996,0.44999999999999996,0.04999999999999999,0.15000000000000002,0.75,0.55,0.5
"Jestem pełen podziwu dla wszystkich, którzy od miesiąca pomagają jak mogą, robią sprawunki, zrzutki, otwierają swoje mieszkania i serca.",,23,4.0,1.8,1.0,1.0,1.2,4.6,4.2,3.0,0.0,0.75,0.2,0.0,0.0,0.04999999999999999,0.8999999999999999,0.8,0.5
"Jeśli już nawet w Niemczech mają Radosława Sikorskiego za szkodnika, to jest grubo. _link_ ",twitter,23,1.4,1.8,2.0,1.6,2.0,1.0,2.0,2.8,5.0,0.09999999999999998,0.2,0.25,0.15000000000000002,0.25,0.0,0.25,0.44999999999999996
Kolejne wspólne wyzwania przed nami.,,23,3.0,1.0,1.0,1.0,1.8,2.8,4.2,2.0,0.0,0.5,0.0,0.0,0.0,0.2,0.44999999999999996,0.8,0.25
Do Polski uciekli 4 lata temu.,,23,1.6,2.2,1.0,1.0,1.4,1.0,2.8,1.6,0.0,0.15000000000000002,0.30000000000000004,0.0,0.0,0.09999999999999998,0.0,0.44999999999999996,0.15000000000000002
wywiad znajdziecie tu: __link__,,23,1.2,1.0,1.0,1.0,1.0,1.4,3.0,1.0,0.0,0.04999999999999999,0.0,0.0,0.0,0.0,0.09999999999999998,0.5,0.0
"🏳️‍🌈 Radykalna przeciwniczka równości powraca z projektem ustawy, która ma na celu wprowadzenie w Polsce zakazu organizacji marszów równości.",,23,1.0,3.0,3.0,1.6,2.6,1.0,2.0,2.2,0.0,0.0,0.5,0.5,0.15000000000000002,0.4,0.0,0.25,0.30000000000000004
_users_ o korzyściach z wysokiej inflacji juz Pan nie napisze?,twitter,23,1.0,1.8,3.6,2.8,1.8,1.2,1.8,3.2,4.0,0.0,0.2,0.65,0.44999999999999996,0.2,0.04999999999999999,0.2,0.55
"Pani ambasador, skoro do tego stopnia zapomina się Pani i wychodzi z roli dyplomaty, chciałbym zamówić u Pani wypowiedź potępiającą szykany wobec mojej książki #ChamNiezbuntowany Proszę przysłać mi cennik na privie _link_ ",twitter,23,1.4,2.0,3.4,3.4,1.0,1.6,2.0,3.2,5.0,0.09999999999999998,0.25,0.6,0.6,0.0,0.15000000000000002,0.25,0.55
"Maciej Taborowski z Biura RPO przed _users_ : pytanie prawne należy uznać za dopuszczalne, art. 19 TUE należy stosować bezpośrednio, należy ocenić status sądu i sędziów.",twitter,23,1.0,1.0,1.2,1.0,1.2,1.4,3.0,1.2,0.0,0.0,0.0,0.04999999999999999,0.0,0.04999999999999999,0.09999999999999998,0.5,0.04999999999999999
"Mamy specjalistów, którzy znają się naprawdę dobrze na powstrzymywaniu epidemii i wiedzą, co robić.",,23,1.8,1.0,1.2,1.0,2.2,3.4,3.4,2.0,0.0,0.2,0.0,0.04999999999999999,0.0,0.30000000000000004,0.6,0.6,0.25
". _users_ uważa, że jak zmusimy kobiety do rodzenia dzieci, to zniknie problem demograficzny! P. Emilewicz ma małe dzieci, które w ferie mimo zakazu jeżdżą na nartach,więc nie wie,co mówią koleżanki mojej córki:”nie zajdę w ciążę,bo się boję,że dziecko może mieć wadę letalną”",twitter,23,1.0,3.4,4.2,3.2,2.6,1.2,1.4,3.6,3.0,0.0,0.6,0.8,0.55,0.4,0.04999999999999999,0.09999999999999998,0.65
_users_ Tak. _users_ musi mieć wicemarszałka. W imię poprawy jakości debaty publicznej.,twitter,23,1.0,1.0,1.2,1.0,1.0,1.8,3.0,1.4,0.0,0.0,0.0,0.04999999999999999,0.0,0.0,0.2,0.5,0.09999999999999998
"- Jesteśmy tu przed państwem jako zjednoczona Lewica. Wiosna przyszła do polskiej polityki, żeby jednoczyć wszystko to, co dzielili politycy. Zrobimy wszystko, żeby zrobić to w całym kraju - na konferencji prasowej _users_ . #Biedron2020",twitter,23,3.0,1.0,1.2,1.0,1.0,4.0,4.0,3.6,0.0,0.5,0.0,0.04999999999999999,0.0,0.0,0.75,0.75,0.65
Twitter ocenzurował wpis Donalda Trumpa. No to będzie wojna _link_ ,twitter,23,1.4,1.4,1.8,1.6,2.0,1.2,2.6,2.2,4.0,0.09999999999999998,0.09999999999999998,0.2,0.15000000000000002,0.25,0.04999999999999999,0.4,0.30000000000000004
"Najwyższą cenę mleka odnotowano w województwach:• podlaskim – 138,99 zł/hl • dolnośląskim– 136,10 zł/hl• warmińsko-mazurskim – 134,94 zł/hl",twitter,23,1.0,1.4,1.0,1.0,1.4,1.0,2.8,1.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.09999999999999998,0.0,0.44999999999999996,0.0
A tam 100 milionów - MILIARD!,,23,2.0,1.0,1.4,1.0,1.4,1.8,3.4,3.4,2.0,0.25,0.0,0.09999999999999998,0.0,0.09999999999999998,0.2,0.6,0.6
Borys Budka wyjaśnia dlaczego debata nie mogła się odbyć z udziałem publiczności. To Platforma Obywatelska odmówiła rozmowy z mieszkańcami _link_ ,twitter,23,1.0,1.2,2.0,1.6,1.0,1.2,2.6,1.4,0.0,0.0,0.04999999999999999,0.25,0.15000000000000002,0.0,0.04999999999999999,0.4,0.09999999999999998
Dzisiaj o 18:00 widzimy się na Piwie z Mentzenem w Bielsku-Białej.,,23,2.4,1.0,1.0,1.0,1.0,2.4,3.8,1.6,0.0,0.35,0.0,0.0,0.0,0.0,0.35,0.7,0.15000000000000002
"– Apelujemy do Arłukowicza, żeby przestał być tchórzem i złożył ten wniosek, żeby minister Szumowski i premier Morawiecki odpowiedzieli za to co dzieje się w Ministerstwie Zdrowia – mówiłam na dzisiejszej konferencji prasowej.",,23,1.2,1.8,3.6,3.0,2.0,1.8,2.2,3.0,0.0,0.04999999999999999,0.2,0.65,0.5,0.25,0.2,0.30000000000000004,0.5
_users_ Ludzie zdecydowali 💁🏻‍♀️ Wyborcy opozycji.,twitter,23,1.4,1.6,1.0,1.6,1.0,1.6,2.8,1.6,2.0,0.09999999999999998,0.15000000000000002,0.0,0.15000000000000002,0.0,0.15000000000000002,0.44999999999999996,0.15000000000000002
"Tak jak wcześniej pisałem. Rząd woli, żeby było mniej maseczek, byle ktoś nie zarobił. Cały świat walczy o maseczki, a priorytetem polskiego rządu jest utrudnienie sprowadzania maseczek do Polski.  _link_ ",twitter,23,1.0,3.0,3.8,3.2,1.8,1.4,1.8,3.2,2.0,0.0,0.5,0.7,0.55,0.2,0.09999999999999998,0.2,0.55
"Rozkaz, którego konsekwencje być może poczujemy my wszyscy i kolejne pokolenia, pozbawione unijnej poduszki bezpieczeństwa na ciężkie czasy sprzątania po pandemii i pisowskich nieudacznikach.",,23,1.0,3.2,4.2,3.6,2.8,1.0,1.4,3.6,2.0,0.0,0.55,0.8,0.65,0.44999999999999996,0.0,0.09999999999999998,0.65
Trwa spotkanie Donalda Tuska z ekspertami medycznymi i członkami rady medycznej przy premierze.,,23,1.6,1.0,1.0,1.0,1.2,2.0,3.2,1.0,0.0,0.15000000000000002,0.0,0.0,0.0,0.04999999999999999,0.25,0.55,0.0
PRCH: zamknięcie centrów handlowych do końca stycznia to dodatkowe straty,twitter,23,1.0,2.6,1.8,1.0,2.4,1.0,2.2,1.4,0.0,0.0,0.4,0.2,0.0,0.35,0.0,0.30000000000000004,0.09999999999999998
Kafejki internetowe i domy gier w Azji powoli przekształcają się w farmy wydobywające kryptowaluty,twitter,23,1.0,1.2,1.2,1.2,2.0,1.0,2.8,1.2,0.0,0.0,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.25,0.0,0.44999999999999996,0.04999999999999999
Na koniec września 2020 SPAR miał w Polsce 219 placówek. Obecnie działa ich ponad 230. Firma chce mieć docelowo 400 placówek w Polsce.,twitter,23,1.8,1.0,1.0,1.0,1.0,2.0,3.2,1.2,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.55,0.04999999999999999
Początek wycia. _link_ ,twitter,23,1.0,1.8,1.6,1.4,1.4,1.0,2.2,1.8,1.0,0.0,0.2,0.15000000000000002,0.09999999999999998,0.09999999999999998,0.0,0.30000000000000004,0.2
Szczepienia na Covid19 powinny być obowiązkowe.,twitter,23,1.0,1.2,2.2,1.2,2.8,2.0,2.6,2.0,0.0,0.0,0.04999999999999999,0.30000000000000004,0.04999999999999999,0.44999999999999996,0.25,0.4,0.25
🇵🇱 🇨🇿 🇸🇰 🇭🇺 Spotkanie szefów rządów państw Grupy Wyszehradzkiej #V4 w Ambasadzie Węgier w #Lublana.,,23,1.4,1.0,1.0,1.0,1.0,2.0,3.2,1.2,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.25,0.55,0.04999999999999999
"_users_ Domyślam się, straszne chwile",twitter,23,1.0,3.4,1.4,1.0,2.2,1.0,2.0,2.6,0.0,0.0,0.6,0.09999999999999998,0.0,0.30000000000000004,0.0,0.25,0.4
_users_ W sprawie skutecznej walki z pandemią? Yep.,twitter,23,1.4,1.8,2.2,1.8,1.8,1.2,2.8,1.8,1.0,0.09999999999999998,0.2,0.30000000000000004,0.2,0.2,0.04999999999999999,0.44999999999999996,0.2
Tymczasm z kolejnych europejskich stolic płyną wyrazy solidarności ze #StrajkKobiet _link_ ,twitter,23,2.6,1.8,1.2,1.0,2.0,3.6,3.6,2.8,0.0,0.4,0.2,0.04999999999999999,0.0,0.25,0.65,0.65,0.44999999999999996
"W związku z faktem, że wyborcy zbojkotowali Kidawę, Kidawa ogłosiła bojkot wyborów. Muszę przyznać, że to chyba pierwsza wypowiedź tej kandydatki, która ma jakąś logikę",twitter,23,1.6,1.0,2.6,2.0,1.0,1.6,2.8,2.6,5.0,0.15000000000000002,0.0,0.4,0.25,0.0,0.15000000000000002,0.44999999999999996,0.4
MAGNAPOLONIA.ORG W Poznaniu muzułmanie organizują manifestacje przeciw nacjonalizmowi,,23,1.0,1.8,1.2,1.2,2.0,1.2,2.6,1.4,0.0,0.0,0.2,0.04999999999999999,0.04999999999999999,0.25,0.04999999999999999,0.4,0.09999999999999998
"To jednak nie koniec – za kilka miesięcy urodzą się kolejne młode🍼, a wolontariusze Błękitnego Patrolu WWF i fokarium będą mieli pełne ręce roboty!",,23,4.6,1.0,1.0,1.0,1.2,3.6,4.8,2.8,0.0,0.8999999999999999,0.0,0.0,0.0,0.04999999999999999,0.65,0.95,0.44999999999999996
"To miejsce, w którym nie życzę nikomu, aby się znalazł” - mówi Naazar z Iraku ➡ Więcej o kampanii “Ośrodki All Inclusive: detencja, przemoc, poniżenie”: __link__",,23,1.0,3.6,2.6,1.4,3.0,1.0,1.8,2.6,0.0,0.0,0.65,0.4,0.09999999999999998,0.5,0.0,0.2,0.4
Pani Ogórek nikt fizycznie nie zaatakował.,,23,1.0,1.2,2.0,1.6,1.2,1.2,2.8,1.4,0.0,0.0,0.04999999999999999,0.25,0.15000000000000002,0.04999999999999999,0.04999999999999999,0.44999999999999996,0.09999999999999998
Dużo o świętym Adamowiczu i winnej wszystkiemu „mowie nienawiści” przeciwników politycznych.,,23,1.0,1.4,2.4,2.0,1.2,1.0,2.0,2.8,5.0,0.0,0.09999999999999998,0.35,0.25,0.04999999999999999,0.0,0.25,0.44999999999999996
"Po siedmiu latach rządów premier z PiS i szef tego całego bajzlu witani są przez lud skandowaniem „ złodzieje” i „ spieprzaj dziadu”. A będzie jeszcze ostrzej. Dziwię się tylko temu, że ktokolwiek się temu dziwi. Przecież taki finał był pewny od początku.",twitter,23,1.0,2.6,2.8,3.4,2.6,1.2,1.8,3.4,2.0,0.0,0.4,0.44999999999999996,0.6,0.4,0.04999999999999999,0.2,0.6
"Dramat marszałka Karczewskiego! Rządową willę opłacaną przez kancelarię Senatu musiał zamienić na ""trzy malutkie pokoje, małą kuchnię, małą łazienkę i mały gabinet"". I pewnie jeszcze sam będzie musiał płacić czynsz... Jak żyć, panie premierze? Jak żyć?",twitter,23,1.4,1.8,4.0,3.4,1.0,1.8,1.4,3.8,5.0,0.09999999999999998,0.2,0.75,0.6,0.0,0.2,0.09999999999999998,0.7
"_users_ Będzie zawieszenie broni, w przeciwnym wypadku Bibi musiałby przeprowadzić operację lądową a nie chce tego.",twitter,23,1.8,1.0,1.4,1.2,2.4,1.2,2.6,1.6,1.0,0.2,0.0,0.09999999999999998,0.04999999999999999,0.35,0.04999999999999999,0.4,0.15000000000000002
_users_ Doskonały piłkarz..! Ale klimat.,twitter,23,3.8,1.0,1.0,1.0,1.0,3.2,4.4,3.0,1.0,0.7,0.0,0.0,0.0,0.0,0.55,0.8500000000000001,0.5
👇 Czytaj więcej na __link__,,23,1.4,1.0,1.0,1.0,1.0,1.4,3.0,1.6,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.09999999999999998,0.5,0.15000000000000002
"Uśmiechamy się do zdjęcia z Aleksandrą Szewerą-Nalewajek, przewodnicząca Ogólnopolskiego Związku Zawodowego Kuratorów Sądowych, bo jest moc i energia na dzisiejszej manifestacji związkowców pod Sejmem.",,23,3.6,1.0,1.2,1.0,1.2,3.4,4.0,2.6,0.0,0.65,0.0,0.04999999999999999,0.0,0.04999999999999999,0.6,0.75,0.4
Bardzo dobre wystąpienie !,youtube,23,3.8,1.0,1.0,1.0,1.0,3.4,4.4,2.6,0.0,0.7,0.0,0.0,0.0,0.0,0.6,0.8500000000000001,0.4
Tymczasem w Niemczech 👇🤬 NCZAS.COM Niemcy: zmiana płci bez zgody rodziców już dla 14-latków.,,23,1.0,1.4,3.8,3.8,2.0,1.2,1.4,4.0,0.0,0.0,0.09999999999999998,0.7,0.7,0.25,0.04999999999999999,0.09999999999999998,0.75
"Pytanie, czy znajdą się idioci, którzy będą próbowali ten przepis egzekwować.",,23,1.0,1.8,3.6,2.4,2.2,1.2,1.8,3.8,3.0,0.0,0.2,0.65,0.35,0.30000000000000004,0.04999999999999999,0.2,0.7
A pan Jacek Sasin pocztowcom wiadomość __link__,,23,1.2,1.0,1.4,1.0,1.0,1.0,3.0,1.2,2.0,0.04999999999999999,0.0,0.09999999999999998,0.0,0.0,0.0,0.5,0.04999999999999999
"MON: rozważa możliwość wprowadzenia zmian do umowy offsetowej zawartej z firmą Raytheon Company 23 marca 2018 roku, związanej z pozyskaniem od rządu USA przeciwlotniczych i przeciwrakietowych zestawów rakietowych średniego zasięgu Wisła. Szef MON skomentuje ?",twitter,24,1.0,1.0,1.25,1.0,1.25,1.5,3.0,2.75,0.0,0.0,0.0,0.0625,0.0,0.0625,0.125,0.5,0.4375
"Wszystkim pielęgniarkom, lekarzom, ratownikom i technikom medycznym, diagnostom laboratoryjnym, położnym, farmaceutom, fizjoterapeutom, wszystkim pracownikom ochrony zdrowia i inspekcji sanitarnej – z całego serca DZIĘ-KU-JĘ! 🤝 #ŚwiatowyDzieńZdrowia _link_ ",twitter,24,4.5,1.0,1.0,1.0,1.0,3.5,5.0,4.25,0.0,0.875,0.0,0.0,0.0,0.0,0.625,1.0,0.8125
U nas też są sabotażyści i rosyjscy szpiedzy Rosjanie którzy są krócej niż rok powinni być obserwowani przez nas i inwigilowani żeby nie podawali ważnych celów dla terrorysty putina,youtube,24,1.0,2.25,4.0,3.25,3.0,1.5,1.0,3.75,0.0,0.0,0.3125,0.75,0.5625,0.5,0.125,0.0,0.6875
"Tu nie potrzeba żadnej ""polskiej wersji"", panie prezesie Kaczyński, tylko zwykłej, europejskiej normalności.",,24,1.0,2.75,3.5,2.0,1.0,1.5,1.75,3.25,1.0,0.0,0.4375,0.625,0.25,0.0,0.125,0.1875,0.5625
"Instytut Jagielloński: o potencjale energetyki wiatrowej w naszym raporcie, który przygotowaliśmy we współpracy z Polskie Stowarzyszenie Energetyki Wiatrowej: _link_ ",twitter,24,1.75,1.0,1.25,1.0,1.0,2.25,3.75,1.75,0.0,0.1875,0.0,0.0625,0.0,0.0,0.3125,0.6875,0.1875
"_users_ Trafiła pani pod zły adres, proszę poszukać na innych profilach",twitter,24,1.0,1.5,2.5,2.5,1.0,2.0,2.0,2.5,1.0,0.0,0.125,0.375,0.375,0.0,0.25,0.25,0.375
"8/ Powyższe przykłady opisałam chłodno, by wybrzmiał ton, jakim „terfy” mówią o osobach trans. Jeśli czytać wszystko razem, ta narracja kojarzy się z propagandą fundamentalistów na temat osób homoseksualnych czy uchodźców.",twitter,24,1.0,2.25,3.25,3.25,2.0,2.0,1.5,3.5,0.0,0.0,0.3125,0.5625,0.5625,0.25,0.25,0.125,0.625
Dołączamy do apelu Inicjatywa Dzikie Karpaty w obronie Puszczy Karpackiej.,,24,2.5,1.25,1.0,1.0,1.0,2.5,4.0,2.25,0.0,0.375,0.0625,0.0,0.0,0.0,0.375,0.75,0.3125
A komitet ds. bezpieczeństwa zajmie się też bezpieczeństwem zdrowotnym Polaków czy tylko bezpieczeństwem napiętych relacji ważnych polityków prawicy? 🤔,twitter,24,1.0,2.25,3.25,2.75,1.0,1.5,1.5,3.75,3.0,0.0,0.3125,0.5625,0.4375,0.0,0.125,0.125,0.6875
"Mam nadzieję, że ci, którzy wierzą, że PiS - bez mechanizmów kontrolnych - będzie dzielił pieniądze z KPO, kierując się kryteriami merytorycznymi i apolitycznie, oglądają Czarno na Białym w TVN24 - o dzieleniu środków z Funduszu Inwestycji Lokalnych. To jest przerażające 😨😱",twitter,24,1.0,3.75,3.25,3.0,2.0,1.25,1.25,4.0,0.0,0.0,0.6875,0.5625,0.5,0.25,0.0625,0.0625,0.75
"_users_ Obstawiałyśmy 1000 do 20.08, ale nie przewidziałyśmy, że liczba testów spadnie do 13 tys. w pewnym momencie",twitter,24,1.0,2.75,1.0,1.0,1.75,1.0,2.5,2.25,0.0,0.0,0.4375,0.0,0.0,0.1875,0.0,0.375,0.3125
Niemcy: Ceny tuczników pozostają stabilne,twitter,24,1.5,1.0,1.0,1.0,1.0,1.25,3.25,1.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.5625,0.0625
",,Stało się coś bardzo… WIADOMOSCI.GAZETA.PL Kuriozalne wtręty w wystąpieniu sędziego Izby Dyscyplinarnej.",,24,1.0,2.25,1.5,1.75,1.25,1.0,1.5,2.75,0.0,0.0,0.3125,0.125,0.1875,0.0625,0.0,0.125,0.4375
Nie żyje Sergiej Kowaliow. Słynny radziecki dysydent miał 92 lata _link_ ,twitter,24,1.0,2.0,1.0,1.0,1.0,1.0,2.25,1.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3125,0.0625
"Mówiłem o tym w Słupsku, ogłaszając kolejne elementy planu odpowiedzialnego rozwoju dla regionów wykluczonych komunikacyjnie.",,24,1.5,1.5,1.25,1.0,1.0,3.0,3.5,2.75,0.0,0.125,0.125,0.0625,0.0,0.0,0.5,0.625,0.4375
"to był żart, nie znikamy. będziemy ich prześladować dalej:):):) jesteśmy wszyscy razem, podzielili Polskę, a my się sami zjednoczymy",twitter,24,3.5,2.0,2.5,2.0,1.0,4.0,3.75,4.25,2.0,0.625,0.25,0.375,0.25,0.0,0.75,0.6875,0.8125
Dla nocnej zmiany 'Jestem za protestem. A raczej byłam...'. Nawet komentatorki Pudelka nie wytrzymały... _link_ ,twitter,24,1.75,2.5,2.25,1.0,1.25,1.25,2.5,2.25,1.0,0.1875,0.375,0.3125,0.0,0.0625,0.0625,0.375,0.3125
_users_ Codziennie nowa Wielka Chwila Dziennikarstwa. Gratuluję.,twitter,24,2.5,1.5,1.25,2.25,1.0,2.25,2.75,3.25,2.0,0.375,0.125,0.0625,0.3125,0.0,0.3125,0.4375,0.5625
"Ser Edamski był droższy niż przed rokiem o 12,4%, a ser Gouda –o 11,7%.",twitter,24,1.0,1.75,2.0,1.0,1.0,1.0,2.25,1.5,0.0,0.0,0.1875,0.25,0.0,0.0,0.0,0.3125,0.125
"_users_ Nie. Takie sztaby się zwołuje tylko jak gówno trafi do Wisły, albo jak autobus w Warszawie wypadnie z trasy",twitter,24,1.0,2.5,4.0,4.0,1.25,1.25,1.0,4.25,4.0,0.0,0.375,0.75,0.75,0.0625,0.0625,0.0,0.8125
"Nieodpowiedzialni bawią się w cyrk objazdowy, wypinając piersi do orderów.",,24,1.0,2.5,4.0,3.75,1.5,1.25,1.25,3.0,2.0,0.0,0.375,0.75,0.6875,0.125,0.0625,0.0625,0.5
_users_ Tajemnica :),twitter,24,3.0,1.0,1.0,1.0,1.0,2.5,3.75,2.25,1.0,0.5,0.0,0.0,0.0,0.0,0.375,0.6875,0.3125
Dlatego zamknęliśmy wszystko 🤷🏻‍♂️ _link_ ,twitter,24,1.0,2.5,2.0,1.0,1.5,1.25,2.25,3.0,1.0,0.0,0.375,0.25,0.0,0.125,0.0625,0.3125,0.5
"‪Chcą, nie chcą, czy to ważne?",,24,1.25,2.75,2.5,1.25,1.0,1.5,2.25,2.25,2.0,0.0625,0.4375,0.375,0.0625,0.0,0.125,0.3125,0.3125
